<Taxa>	PROTEIN	ARGININE	CYSTEINE	ISOLEUCINE	LEUCINE	LYSINE	METHIONINE	THREONINE	TRYPTOPHAN	VALINE	OIL	OLEIC	LINOLEIC	LINOLENIC	PALMITIC	STEARIC	STACHYOSE	SUCROSE
PI398598	45.9	7.5	1.3	4.8	7.7	6.5	1.4	3.4	1.2	4.9	17.4	23.6	54	8.9	11.7	4	2.7	2.9
PI398599	44.9	7.76	1.57	4.5	7.9	6.45	1.4	3.75	1.33	5.24	18.4	24.7	53.5	6.2	8.4	4.2	4.5	8.4
PI398602	49	8	1.6	4.3	7.7	6.3	1.4	3.2	1.3	4.9	17.8	23	50.8	10.5	12.1	4.5	2.6	1.4
PI398603	51.3	7.7	1.6	4	7.4	6.1	1.3	3.1	1.3	4.8	16.7	24.7	48.7	10.1	13	4.6	2.9	1.5
PI398604	46.5	8.3	1.28	5.06	8.05	6.8	1.4	3.59	1.26	4.91	17.9	26.5	53.2	7.5	10.8	4.3	4.8	7.3
PI398605	49.2	8.2	1.5	4.6	7.4	6.2	1.4	3.2	1.3	5	19.2	27.8	49.9	8.9	12	4.4	2.8	2.6
PI398607	50.8	7.6	1.7	4.2	7.4	6.1	1.4	3.3	1.3	4.8	17.5	22.9	50.8	10	11.8	4.2	2.8	1.8
PI398608	46.9	8.4	1.5	5	7.7	6.5	1.4	3.3	1.4	5.1	20.9	26.2	51	9.1	11.7	4.2	3	1.8
PI398610	49.8	8.6	1.5	4.8	7.1	6.1	1.3	3.1	1.3	4.8	16.4	22.9	50.4	10.1	12.5	4.4	3.4	3
PI398612	51.2	7.5	1.4	3.9	7.1	6.1	1.3	3.1	1.1	4.8	13.9	22.2	51.2	9.1	12.7	4.3	4.1	1.8
PI398613	50.9	7.9	1.6	4.4	7.5	6.3	1.4	3.2	1.3	5	17.3	24.9	48.6	9.1	12.4	4	3.3	3.1
PI398614	50.8	8.9	1.6	4.9	7.4	6.1	1.4	3.1	1.3	4.9	17	22.9	50.9	10.7	12.7	4	2.3	2.2
PI398618	43.8	7.8	1.7	4.6	7.9	6.6	1.4	3.5	1.4	5.1	20.4	22.9	49.4	11.7	12.4	4.3	3.1	4.2
PI398622	46.9	7.87	1.25	5.22	7.43	5.5	1.1	3.18	1.24	4.58	17.7	27.4	54.4	7	8.6	3.7	1.8	3
PI398626	47.8	7.5	1.2	4.8	7.5	5.5	1.1	3.4	1.2	4.7	17.6	27.1	52	8.4	11.6	3.6	3.1	4.6
PI398627	43.7	8.2	1.5	5.7	8.2	6.5	1.4	3.8	1.5	5.6	20.9	23.2	53.5	10	10.6	3.3	2.9	4.4
PI398629	45.2	7.8	1.6	4.6	8	6.4	1.4	3.5	1.4	5.1	21.3	29.6	53.5	9	9.6	4	2.9	2.7
PI398630	45.5	8.2	1.4	5	7.9	6.4	1.3	3.5	1.3	5.2	17.1	23.9	52	9.8	12.3	3.8	3.1	5.8
PI398632	44.8	7.7	1.7	4.8	7.9	6.5	1.5	3.5	1.5	5	21.5	29.1	51.6	8.5	10.8	4	2.4	2.1
PI398633	48.3	8	1.4	4.4	7.3	6.1	1.3	3.2	1.1	4.8	14.4	22.2	53.4	8.2	12.9	4.5	2.8	2.7
PI398635	51.1	7.1	1.5	4	7.3	5.9	1.3	3.2	1.4	4.8	17.5	23.1	52.1	8.8	11.8	4	3	2.2
PI398638	48.4	7.4	1.5	4.3	7.2	6	1.3	3.4	1.4	5	18.4	26.6	50.2	8.7	12.7	4.7	5	5.8
PI398639	46.5	7.8	1.6	4.7	7.6	6.5	1.4	3.6	1.3	5.1	17.9	22.3	55.5	7.6	9.3	4.5	2.5	3.5
PI398644	43.6	8.1	1.3	5.6	8.4	6.1	1.3	3.6	1.5	4.9	18.3	23.5	52.8	10.5	11.9	4.3	3.2	6.1
PI398646	44.5	8.4	1.5	5.2	8.2	6.6	1.4	3.6	1.4	5.3	19.3	24.1	53.1	9.2	11.2	3.5	3.4	2.7
PI398647	45.7	8.4	1.5	5.2	8.2	6.7	1.4	3.6	1.3	5.1	20.1	27.6	53.6	8.5	11.2	3.7	3.5	4.3
PI398653	45.4	8.5	1.5	5.3	8.1	6.7	1.4	3.6	1.4	5.2	20.9	25.9	52.9	8.7	11.4	3.7	3.3	3.5
PI398655	45	7.84	1.5	4.6	7.76	6.43	1.5	3.8	1.4	5.32	19.4	26.2	53.3	5.9	10.9	4.4	3.8	7.2
PI398658	49.1	8	1.6	4.6	8	6.4	1.5	3.3	1.3	4.9	19.2	25.3	52.8	9	11	3.8	3.3	4.6
PI398659	42.2	7.7	1.6	5.1	8.2	6.8	1.5	3.8	1.4	5.3	22.3	23.9	53.7	9.4	11.1	4.1	3	2.2
PI398660	46.3	8.2	1.7	4.9	8.1	6.6	1.5	3.5	1.4	5.1	19	23.6	51.9	11	11.1	3.7	3	1.4
PI398661	46.4	7.7	1.8	4.5	7.7	6.3	1.5	3.6	1.4	5	19.6	23.1	52	10.9	11.1	4	2.5	2.7
PI398662	47.8	8	1.7	4.7	8.2	6.6	1.6	3.4	1.4	4.9	20.2	25.3	52.4	9.9	11.4	4	2.9	2.3
PI398665	45.4	7.6	1.6	4.7	7.7	6.4	1.4	3.6	1.3	5.2	21.3	26.4	50	8.9	11.2	4.1	3.3	2.4
PI398668	46.5	7.8	1.7	4.4	7.8	6.4	1.5	3.4	1.4	5.1	20.1	26.4	50.3	9.7	12.2	4	2.9	4.2
PI398670	43.3	8.2	1.5	5.6	8.2	6.8	1.4	3.7	1.4	5.2	21.5	24.6	53.8	9.1	11.3	3.6	3.5	4.3
PI398671	46.3	8.5	1.4	5.1	8	6.3	1.4	3.4	1.2	5	16.5	23.2	52.6	9.5	12.4	3.8	2.9	4.4
PI398673	46.1	7.8	1.6	4.6	7.7	6.5	1.4	3.4	1.3	5	18.3	23	51.1	10.5	11.3	4.2	2.9	3.2
PI398675	43.2	7.9	1.4	5.5	8.2	6	1.2	3.5	1.5	5.2	19.3	22.7	54.6	9.7	11.2	3.4	4.3	5.5
PI398676	47.8	8.4	1.4	5.1	7.7	6.2	1.4	3.3	1.2	5	18.5	27.9	53.8	8.3	11.5	3.8	3.1	3.3
PI398677	50.4	8.6	1.3	5	7.6	5.9	1.3	3.1	1.2	5.1	16.9	24.3	52.1	10	13.2	3.9	3	3.6
PI398678	51.3	8.6	1.3	4.9	7.6	5.9	1.3	3.1	1.2	5	16.2	23.6	50.5	9.5	13.2	3.7	3	3.3
PI398679	45.5	7.3	1.3	4.7	7.2	6	1.1	3.1	1.1	4.7	15.2	25.7	52.6	8	12.3	4.5	2.7	4.2
PI398682	39.3	8.4	1.4	4.3	8.9	5.9	1.4	3.3	1.6	5.2	18.3	25.2	58.4	6.5	10	3.4	6	6.6
PI398683	43.7	7.9	1.4	5.1	7.9	5.8	1.2	3.5	1.4	5	19	23.7	55.1	8.8	11	3.4	5.7	3.4
PI398687	48.2	7.46	1.32	4.39	7.34	6.32	1.3	3.33	1.05	4.7	17.7	23.9	58.1	8.1	6.6	4.1	3.4	3.7
PI398688	47.3	7.8	1.5	4.4	7.5	6.4	1.4	3.3	1.3	5	19.2	25.6	51.4	8.2	11.1	3.9	2.8	2.7
PI398689	41	6.1	1.3	5.5	8.9	4.2	1.9	3.8	1.6	6.2	22.3	23.2	53.7	8.9	11.1	4.2	2.7	3.2
PI398690	47	7.6	1.2	5.3	8.4	5.1	1.7	3.4	1.4	5.8	20.9	24.7	55.9	8.8	11.2	3.9	3	1.8
PI398692	46.1	8	1.2	5.5	8.7	5.2	1.7	3.4	1.5	6	21.4	26.4	52.9	8.7	11.1	4	2.8	1.4
PI398693	46.4	7.59	1.42	4.52	7.94	6.36	1.4	3.46	1.26	5.18	17.9	24.8	53.8	7.8	10.2	4	3.5	4.2
PI398697	42.5	7.5	1.5	4.7	8.2	6.6	1.4	3.8	1.4	4.9	20.2	26.1	51.6	9.7	10.4	4	3.7	6
PI398699	45.4	9.3	1.6	5.8	8.4	5.8	2.1	3.4	1.4	5.2	21.1	25.1	51.5	9.7	11.2	3.9	2.9	3.6
PI398701	41.4	7.6	1.3	5.5	8.2	6.2	1.5	3.4	1.3	4.6	18.6	24	54.8	9	9.7	3.2	3.5	6.7
PI398703	48.5	7.7	1.6	4.2	7.5	6.2	1.4	3.3	1.3	5	18.6	26	49.4	9.3	12.5	4.3	2.7	2.4
PI398711	46.8	7.8	1.6	4.5	7.7	6.3	1.4	3.4	1.3	4.9	19	23.7	50.9	10.2	11.7	4	3.4	4.9
PI398713	48.7	7.4	1.6	4.2	7.5	6.1	1.4	3.3	1.3	4.9	18.9	25.5	51.7	9.5	10.9	3.6	3.3	2.8
PI398714	46.9	8.2	1.4	4.9	7.9	6.3	1.3	3.3	1.2	4.9	16.2	25.2	52.8	9	12.3	3.9	3.5	4.3
PI398715	48	8	1.3	5.2	7.4	6.1	1.4	3.6	1.2	4.8	17.8	22	54.5	9	10.9	3.3	3.5	2.6
PI398716	43.7	8.11	1.29	5.68	8.41	6.87	1.5	3.6	1.31	4.62	16.9	24.8	54.3	7.8	11.8	3.9	4.3	8.3
PI398718	45.4	8	1.4	4.9	7.8	6.5	1.4	3.5	1.2	5	17.9	25.3	53.6	9.7	11.5	3.7	3.9	2
PI398722	51.4	9	1.4	5	7.5	5.9	1.4	3	1.2	4.9	18	26.8	51.9	8.8	12.2	4	2.5	2.6
PI398723	46.3	7.3	1.2	4.9	8.2	5.6	1.7	3.4	1.4	5.7	19	23.2	53.1	10	10.6	3.8	3.3	3.3
PI398725	45.3	8.2	1.3	5.4	8	5.8	1.1	3.5	1.4	5.3	17.9	22.5	55.9	9	11.6	3.5	4.2	4.5
PI398729	45.7	7.9	1.1	5.2	7.4	5.7	1.2	3.6	1.3	4.9	23.1	28.7	55	3.8	9.5	3.9	1.8	2.4
PI398733	48.2	8.5	1.3	5.3	7.9	5.6	1.2	3.3	1.4	5.3	19.5	27	51	8.5	11.2	3.5	3.2	3.7
PI398737	46.3	7.5	1.2	4.6	7.5	5.5	1.3	3.2	1.2	4.3	15.5	23.3	55	7.6	11.9	4	2.9	3.2
PI398740	45.8	8.2	1.3	5.6	8.4	6.3	1.2	3.6	1.4	5.4	19.3	25.6	53.4	9	11.9	4	4.1	5.3
PI398743	44.9	8.34	1.28	5.73	8.14	6.24	1.3	3.78	1.43	4.85	19.4	27.9	52.9	5.2	10.4	4	4.4	7
PI398745	46.6	7.4	1.5	4.3	7.6	6.1	1.4	3.5	1.3	4.9	20	23.1	54.5	10	11.3	3.5	3.2	2.9
PI398749	42.5	7.7	1.5	4.6	7.9	6.5	1.4	3.8	1.4	5	20.9	26.1	48.7	9.4	10.9	4.3	2.3	4.3
PI398752	42.2	7.4	1.6	4.7	8	6.5	1.5	3.7	1.3	5.1	21.3	24.7	50.6	10.6	9.9	4.7	3.3	5
PI398754	45.6	7.6	1.4	4.9	8.1	6.5	1.4	3.4	1.3	5	20.3	26	54	5.5	10.8	4.1	2.3	2.6
PI398756	46.1	8.3	1.3	5.5	8.2	5.9	1.2	3.6	1.5	5.2	19.5	25.8	53.4	8.4	11.1	3.6	4.2	3.9
PI398762	41.9	8.1	1.3	5.2	8.3	6	1.3	3.3	1.4	4.9	16.5	22.5	55.7	8.7	10.9	4.2	3.4	6.4
PI398763	45.9	7.64	1.42	4.45	7.92	6.51	1.3	3.47	1.24	5.34	19	25	54.5	6.3	8.6	4.4	2.9	4.8
PI398767	43.7	7.7	1.3	5.4	7.8	6	1.4	3.4	1.2	4.5	15.5	23	53.8	8.6	9.4	3.6	3.3	7.4
PI398768	42.5	8.42	1.29	5.83	8.37	6.39	1.3	3.72	1.4	4.85	17	24.1	55.3	7.7	9.6	3.9	4.9	10.2
PI398770	45.5	8	1.3	4.5	7.8	5.6	1.2	3.5	1.4	4.9	18.3	24	55.8	8.1	11.8	3.3	4.3	3.2
PI398772	44.4	7.6	1.5	4.7	7.9	6.8	1.4	3.6	1.2	5	19.1	22.7	53.7	7.8	10.1	4.1	2.9	4
PI398775	45.5	7.6	1.3	4.9	7.7	6.5	1.4	3.5	1.1	5	17.3	22.9	54.3	8	10.5	3.8	2.6	4.3
PI398776	43.6	7.7	1.5	5.3	8.3	6.8	1.4	3.6	1.4	4.9	21.2	26.5	51.9	8.7	11.6	4.3	2.7	4.8
PI398777	46.5	8.75	1.44	5.5	7.89	5.52	2.4	3.2	1.22	5.04	17.8	25.5	53.4	7	11.2	4.2	2.4	1.5
PI398780	46.1	8.1	1.3	5.4	8	5.8	1.3	3.6	1.4	5.3	21	24.6	54.7	8.6	10.5	3.3	3.6	2.6
PI398782	44.9	8	1.3	4.9	7.9	5.7	1.1	3.5	1.4	5.1	17.6	24	55.6	8.7	11.1	3.4	4.7	4.7
PI398783	45.8	8.4	1.3	5.6	8.2	6	1.2	3.7	1.5	5.3	19	24	54.1	8.3	10.8	3.1	4.3	4.4
PI398784	45.8	8.1	1.3	5.4	8.5	5.6	1.7	3.5	1.5	5.9	21.4	30.2	49.7	7.8	11.3	4.1	2.6	2.9
PI398785	47	8.5	1.7	5.3	8.1	6.6	1.5	3.4	1.4	4.8	21.5	26.2	51.3	8.5	11.4	4.3	2.7	1.5
PI398786	45.5	7.3	1.2	5.4	8.7	5.5	1.7	3.5	1.5	5.9	20.1	24.2	51	10.9	11.8	4.2	3.5	4.5
PI398787	45.4	7.2	1.2	5.4	8.7	5.5	1.7	3.5	1.5	5.9	19.9	24.8	51	10.3	11.5	4.2	3.5	4.4
PI398790	45.9	7.4	1.4	4.8	7.5	6.4	1.3	3.3	1.2	4.7	20.7	28.2	49.8	8.6	11.8	4.8	3.3	5.3
PI398791	44.5	8	1.3	5.3	8	6.7	1.5	3.7	1.2	5.2	18.1	20.7	54.7	8.8	8.9	4.2	2.7	3.8
PI398792	51.2	8.6	1.3	4.9	7.2	5.8	1.4	3	1.2	4.8	16.7	27.7	51.6	7.6	12.5	4	2.3	2.3
PI398793	51	9	1.4	5	7.3	5.8	1.4	3	1.2	5	18.3	29.6	49.7	8.1	12	4.2	1.9	2.1
PI398795	47.9	8.9	1.6	5.3	8	6.6	1.5	3.3	1.4	4.9	20.8	25.1	51.3	9.9	12	4.3	3	2.4
PI398796	46.5	8.5	1.5	5.4	7.9	6.6	1.5	3.4	1.4	5	20.3	26.3	53	9.4	11.4	4.2	3.2	2.4
PI398797	44.9	7.7	1.6	5	7.9	6.5	1.3	3.5	1.4	4.9	20.9	27.5	49.1	8.5	11.5	4.2	2.9	3.6
PI398798	47.1	8.7	1.8	5.3	7.9	6.4	1.5	3.2	1.3	4.7	20	23.1	53.1	8.4	9.9	3.8	2.6	1.1
PI398799	48.3	9.1	1.5	5.4	8	6.5	1.5	3.3	1.4	5	19.3	25.5	50.8	8.9	11.9	4.1	3.1	2.9
PI398800	46	9	1.6	5.3	8.4	6.6	1.3	3.4	1.4	4.7	19.8	24.8	49.5	9.4	10.7	4.2	4.7	2
PI398802	45.3	7.7	1.2	5.3	7.8	5.8	1.4	3.4	1.2	4.5	14.6	25.4	54.8	9.2	9.3	3.7	3	6.5
PI398806	47.2	7.47	1.41	4.41	7.59	6.22	1.4	3.46	1.29	5	16.9	24.8	52.6	7	9	4.2	2.7	4.9
PI398808	43.5	7.9	1.3	5.5	8.2	5.9	1.3	3.3	1.4	4.7	16.4	23.2	54.4	8.5	11.3	3.9	2.9	5.9
PI398809	45.6	8.1	1.3	5.2	8.4	5.7	1.5	3.5	1.5	6	21.4	30.7	50.2	6.3	10.8	4.1	2.6	2.7
PI398811	46.8	7.4	1.2	5.4	8.6	5.1	1.7	3.4	1.4	5.9	18.6	23.3	52.7	10.6	11.2	4.1	3.5	5.1
PI398812	46.2	8.2	1.2	5.3	8.4	5.7	1.5	3.4	1.5	6	21.5	29.6	50.7	6.3	10.9	3.7	2.5	2.9
PI398813	47.3	7.59	1.43	4.53	7.89	6.41	1.3	3.47	1.26	5.06	16.5	22.5	55.1	8.4	7.6	4	2.8	3.9
PI398818	44	8.3	1.4	5.5	8	6.8	1.3	3.7	1.3	5.1	21.5	26.9	55.2	8	11	3.6	4	4.8
PI398819	48.4	8.4	1.4	4.9	7.5	6.1	1.3	3.2	1.2	5	17.1	24.8	50.1	8.7	12.8	4	2.5	3
PI398825	46.8	7.4	1.3	5	7.7	5.7	1	3.1	1.3	4.7	14.9	25.6	52.5	8	12.6	3.8	3.1	4.9
PI398828	46.6	8.2	1.3	5.5	8	5.8	1.1	3.4	1.4	5.2	16.8	22.8	51.9	9.5	12.3	3.7	3.5	4.9
PI398829	50.4	8.7	1.4	5	7.4	5.9	1.4	3.1	1.2	4.9	16.6	26.2	52	8.8	12.5	4.1	2.5	3
PI398830	44.8	8.12	1.33	5.26	8.09	6.84	1.5	3.65	1.3	4.77	19	24.9	55.2	6.3	9.5	4.2	4.1	7.5
PI398833	45.1	7.8	1.6	4.6	7.9	6.5	1.5	3.6	1.3	5.2	20.6	24.9	52.1	9.2	11.6	4.4	3.4	3.4
PI398834	47.2	7.5	1.6	4.4	7.4	6.1	1.4	3.4	1.3	5	21.3	28.7	48	7.5	11.1	4.3	2.8	3.3
PI398836	50.2	7.9	1.4	4.2	7.3	6.1	1.3	3.1	1.1	4.8	14.8	24.5	48.5	9.9	12.7	4.3	3	2.8
PI398837	47	8.1	1.4	4.5	7.2	6.4	1.4	3.3	1.2	5	19.1	31	48.6	5.8	12.1	4.2	2.5	3.4
PI398840	47.9	7.9	1.6	4.9	8.1	6.5	1.5	3.4	1.4	5.1	19.9	23.4	54.3	10.5	11.4	4.1	3.2	2.3
PI398841	43.1	7.7	1.5	4.7	8	6.6	1.5	3.8	1.4	5	19.7	25.6	50.1	9.2	10.6	3.9	3.4	5.1
PI398842	43.1	7.6	1.5	4.9	7.9	6.7	1.4	3.7	1.3	5	20	25.8	53.5	7.1	6	3.6	2.6	5.1
PI398844	44.9	6.6	1.2	5.2	8.5	5	1.6	3.5	1.5	6	18.9	19.8	56.6	10.1	12.1	4	2.8	3.1
PI398845	49.4	9	1.5	5.2	7.7	6.1	1.5	3.1	1.3	4.8	17.6	23.9	52.3	9.2	12.1	4	2.3	3
PI398846	44.8	6	1.2	5.1	8.4	4.5	1.6	3.5	1.5	5.9	18.4	19.7	57.6	9.3	12.2	3.8	3.1	3.3
PI398847	44.2	7.7	1.2	5.2	7.9	5.8	1.3	3.3	1.4	4.5	16.8	22.2	54.6	8.4	10.1	3.6	3	5.8
PI398849	42.6	7.6	1.2	5.1	7.8	5.9	1.5	3.3	1.2	4.4	16.7	24.3	55	7.4	8.1	3.5	3.5	6.2
PI398851	52.8	8.9	1.3	4.9	7.3	5.8	1.4	2.9	1.2	4.9	18.3	29.4	50.9	8.7	12.1	4	2.6	4
PI398852	51.6	8.2	1.4	4.5	7.4	6.1	1.3	3.1	1.1	4.9	17.8	26.2	49	9.2	13.1	4.3	3.1	2.3
PI398855	47.1	8	1.3	5.3	8.2	5.3	1.8	3.4	1.4	5.7	19.3	24.3	51	10.7	11.3	3.7	3.2	2.8
PI398860	49.8	8.3	1.4	4.8	7.5	6.1	1.3	3.2	1.2	5	18	24.1	49.9	9.8	12.7	4.1	2.6	1.8
PI398861	52.7	8.7	1.3	4.9	7.3	5.9	1.4	2.9	1.2	4.8	17.4	27.4	52.4	8.7	12.6	4.1	2.9	1.4
PI398862	44.5	8.3	1.4	5.4	8.2	6.8	1.3	3.7	1.3	5	20.3	26.8	52.6	8.4	11.7	4	3.8	4.4
PI398863	47.2	8.2	1.4	4.9	7.8	6.2	1.3	3.3	1.2	4.8	14.9	24	53	8.2	12.9	4	3.3	4.7
PI398866	49.8	8.5	1.4	5.1	7.5	6	1.4	3.1	1.2	4.9	15.8	24.3	53.8	8.9	13	4.2	2.9	4.1
PI398867	45	7.4	1.2	5	7.6	6.4	1.6	3.3	1.1	4.7	17.1	23.2	55.2	7.5	8.7	4.4	3	4.6
PI398869	46.7	7.4	1.5	4.3	7.5	6.3	1.3	3.4	1.2	5	19.4	22	54	10.1	10.9	3.4	3.3	2.5
PI398874	47.8	8.3	1.6	4.9	7.8	6.3	1.4	3.3	1.3	5.2	19.8	28.7	47.4	6.9	11	3.8	2.4	2
PI398876	47.6	7.6	1.6	4.4	7.8	6.4	1.5	3.5	1.4	5.1	20.9	24.7	50.9	9.8	11.5	4.3	2.4	2.5
PI398881	40.3	7.4	1.5	4.8	7.8	6.9	1.4	3.8	1.2	5	21.8	22.7	51.3	9.8	10.1	4.5	3.2	5.5
PI398882	44.8	8.1	1.4	5.4	8.2	6.7	1.4	3.6	1.4	5.5	20.6	26.1	52.1	8.8	10.9	3.6	3.9	4.5
PI398883	45.4	7.9	1.1	5.6	8.2	6.3	1.4	3.6	1.4	5.2	17.7	26.3	52.8	6.2	9.5	3.9	3.6	6.4
PI398885	44.8	7.76	1.55	4.56	7.61	6.38	1.4	3.63	1.29	5.08	19.2	28.3	53.7	4.8	7.1	4.2	2	3.7
PI398893	43.2	7.8	1.4	5.2	8.1	6.7	1.3	3.6	1.3	4.8	19.4	23.8	53.3	8.9	11.7	4	3.7	6.5
PI398894	45.9	7.7	1.6	4.7	8	6.4	1.5	3.5	1.4	5.1	20.4	24.1	52.8	10.2	11.3	4.3	3.4	2.9
PI398895	45.9	7.8	1.5	4.5	7.9	6.6	1.4	3.5	1.3	5.1	17.9	25.3	52.5	8.5	11.2	4.2	3.3	3.7
PI398897	45.7	7.6	1.6	4.6	7.7	6.3	1.4	3.6	1.4	5	21.5	24.9	52.7	10.2	11.4	4.2	2.9	2.6
PI398898	41.9	7.5	1.6	4.9	7.7	6.6	1.4	3.8	1.4	4.8	22.4	24.5	50.9	11.5	11.5	3.7	1.9	3.6
PI398899	43.2	7.6	1.5	4.8	8	6.7	1.4	3.6	1.3	5.1	18.5	24.7	53.9	7.9	8.7	4	3.2	4.8
PI398900	45.7	7.6	1.6	4.5	7.8	6.3	1.4	3.6	1.4	5.1	20.1	23	52.2	10.5	11.2	4.1	3.4	3.1
PI398907	47.1	7.9	1.7	4.6	8.1	6.5	1.5	3.5	1.4	5.2	19.5	24.9	52.2	10.5	12.3	4.1	3.2	4.8
PI398909	42.4	7.4	1.4	4.7	7.5	6.4	1.3	3.7	1.2	4.9	20.7	23.7	55.5	5.4	10.4	4.3	1.8	2.9
PI398911	47.9	7.3	1.4	4.2	7.5	6.2	1.4	3.2	1.3	4.9	18.5	25.8	52	9.2	11.1	3.4	2.4	1.5
PI398915	43.1	7.6	1.5	4.8	7.7	6.5	1.4	3.7	1.3	5	20.6	26.6	53.4	4.9	10.6	3.5	2.2	3.9
PI398917	46.8	7.3	1.5	4.3	7.7	6.3	1.5	3.3	1.3	4.8	19.5	25	52.7	9.6	11.6	3.8	3.2	1.9
PI398918	47.3	7.6	1.6	4.5	7.8	6.4	1.5	3.4	1.3	5.1	20.1	24	50.7	10	11.5	4.3	3.4	3.1
PI398922	47.3	7.6	1.5	4.5	7.6	6.4	1.4	3.4	1.2	5	16.7	22.2	53	9	10.4	4	2.3	3.5
PI398925	43.9	7.5	1.5	4.9	7.9	6.6	1.4	3.5	1.2	4.9	18.5	26.5	49.1	9.1	11.6	4.3	3	4.9
PI398928	43.1	7.6	1.6	4.8	8	6.5	1.4	3.8	1.4	5.4	22.9	26.5	51.5	9.2	11.2	4.4	3.1	2.7
PI398930	44.6	7.54	1.46	4.55	7.69	6.35	1.4	3.62	1.25	5.1	19	23.8	53.9	6.5	10.2	4.1	2.6	3
PI398932	48	8.9	1.4	5.4	8	6.2	1.4	3.3	1.3	5.2	17.1	22.1	55.1	9.2	12	3.8	3.7	3.9
PI398934	45.7	7.3	1.4	4.4	7.6	6.5	1.3	3.4	1.2	4.9	17.7	24.7	54.5	8.2	8.6	4.1	2.4	5.6
PI398939	43.7	7.6	1.4	4.5	7.8	6.5	1.4	3.6	1.2	4.9	18.3	24	53.1	8.2	10.9	4.7	2.6	5.2
PI398943	43.4	8.4	1.5	5.6	8.3	6.8	1.4	3.7	1.5	5.5	21	25.5	53.5	9	10.7	3.4	3.5	5.8
PI398947	47.2	8.3	1.4	5.3	7.9	6.5	1.4	3.3	1.3	5	18.9	23	55.5	9.1	12.2	4.2	2.9	3.3
PI398948	44	8	1.3	5.5	8.3	6.2	1.1	3.6	1.4	5.3	18.5	24.7	51	8.7	12	3.8	5.6	6.3
PI398949	40.9	6.7	1.4	5.9	9.1	4.8	2	3.8	1.6	6.1	22.2	24.2	54.2	9.6	11	4.1	3.5	3.7
PI398950	45.4	8.3	1.5	5.5	8	6.6	1.5	3.4	1.3	4.9	19.7	20.6	56.7	9.7	11	3.8	2.9	2.6
PI398951	46.4	7.7	1.6	4.5	7.9	6.4	1.5	3.5	1.3	5	20.6	23.4	52	10	11.4	4.1	3.1	3
PI398954	44.6	7.7	1.6	4.7	7.8	6.5	1.4	3.8	1.4	4.8	20.6	24.6	53.9	10.2	10.5	3.7	2.2	3.5
PI398958	46	8.1	1.5	5.3	7.9	6.6	1.4	3.4	1.3	5	19	23.1	54.3	9.4	12.3	4.1	3.1	3.4
PI398960	44	7.6	1.5	4.6	8	6.7	1.4	3.5	1.2	5	18.3	23.2	53.4	8.7	9.5	3.9	3	5.1
PI398961	45.2	8.1	1.6	5	8.1	6.7	1.4	3.5	1.4	5.2	20.5	23.3	52.2	10.6	11.5	4.3	3.2	3.3
PI398962	48.2	7.5	1.5	4.3	7.6	6.3	1.4	3.4	1.3	4.9	19.9	24.3	52.8	9.4	11.6	4.1	3.2	2.5
PI398968	47.9	7.7	1.6	4.4	7.8	6.3	1.5	3.4	1.4	5.1	20.3	24.6	52	9.6	11.6	4.2	3.2	2.8
PI398969	43.6	7.6	1.6	4.9	8.2	6.6	1.5	3.7	1.4	5.2	22.6	23.4	54.3	9.6	11.3	4.5	3.2	2
PI398971	46.5	7.6	1.5	4.4	7.8	6.5	1.4	3.4	1.3	5	19.6	24.7	51.5	8.8	11.7	3.9	2.9	1.4
PI398972	47.1	7.9	1.7	4.7	7.9	6.5	1.5	3.6	1.4	5.3	20.8	25.9	52.7	8.8	11.4	4.3	3.1	1.7
PI398974	46.8	8	1.3	5.3	7.8	5.8	1.1	3.7	1.4	5.3	20	24	55	9.3	11	3.4	4	2.9
PI398976	46	7.7	1.6	4.5	7.9	6.4	1.5	3.5	1.3	5.2	20	25.1	51.4	9.5	11.8	4.2	3.3	3.7
PI398977	45.6	8.1	1.3	5.5	8	6	1.2	3.6	1.4	5.5	18.7	23.1	51.9	11.3	11.8	3.7	3.5	4.7
PI398978	45.3	7.9	1.6	4.8	7.7	6.6	1.4	3.7	1.4	5.2	20.9	28.1	52.3	3.8	9.9	3.5	2.2	2.3
PI398979	46.1	7.1	1.2	5.2	8.4	5.5	1.9	3.4	1.4	5.7	19.9	23.5	50.9	10	11.9	4.3	2.8	2.5
PI398984	45.2	7.7	1.8	4.9	8	6.5	1.5	3.7	1.5	5.1	21	26	53.8	10.8	10.2	3.8	2.3	2.2
PI398986	46.2	7.7	1.2	5.4	8.5	5.6	1.8	3.4	1.4	5.8	18.4	24.6	50.4	9.7	11.9	4.3	3.4	4.2
PI398990	42.2	7.4	1.5	4.7	7.7	6.7	1.5	3.7	1.2	4.8	19.2	23.3	56.3	6	11.2	4.5	3.9	5.4
PI398991	44.1	7.6	1.6	4.8	7.9	6.6	1.5	3.6	1.4	5.2	21.1	25.4	52.6	8.9	11.5	4.1	3.5	3.4
PI398993	44	7.6	1.5	4.4	7.8	6.3	1.4	3.7	1.3	4.8	18.6	27.2	50.3	8.8	9.8	3.8	3	7.5
PI398994	45.4	7.6	1.5	4.7	8.2	6.5	1.5	3.6	1.3	5.1	19.2	25.7	52.7	6.3	11.1	4.2	2.9	6.1
